transaction_id,source_row_index,location_id,sector_score,para_a_discrepancy_cr,para_b_discrepancy_cr,total_discrepancy_cr,discrepancy_count,money_value_cr,district_loss_score,history_score,prior_screen_flag,prior_screen_score,risk_label,label_source,risk_category,difficulty,evidence_ids,split,dataset_version,generator_version
UCIA-0589,589,19,55.57,0.0,0.0,0.0,5,0.02,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0589:discrepancy-count;UCIA-0589:history;UCIA-0589:money-value;UCIA-0589:para-a;UCIA-0589:para-b;UCIA-0589:prior-screen;UCIA-0589:sector,development,uci-audit-v1,1.0.0
UCIA-0590,590,19,55.57,3.14,4.97,8.11,5,6.41,2,1,1,4.0,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0590:discrepancy-count;UCIA-0590:history;UCIA-0590:money-value;UCIA-0590:para-a;UCIA-0590:para-b;UCIA-0590:prior-screen;UCIA-0590:sector,development,uci-audit-v1,1.0.0
UCIA-0591,591,20,55.57,0.68,1.47,2.15,5,0.0,2,0,1,2.6,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0591:discrepancy-count;UCIA-0591:history;UCIA-0591:money-value;UCIA-0591:para-a;UCIA-0591:para-b;UCIA-0591:prior-screen;UCIA-0591:sector,development,uci-audit-v1,1.0.0
UCIA-0592,592,9,55.57,0.67,1.71,2.38,5,0.0,2,0,1,2.6,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0592:discrepancy-count;UCIA-0592:history;UCIA-0592:money-value;UCIA-0592:para-a;UCIA-0592:para-b;UCIA-0592:prior-screen;UCIA-0592:sector,development,uci-audit-v1,1.0.0
UCIA-0593,593,9,55.57,2.54,5.52,8.06,5,0.49,2,0,1,3.6,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0593:discrepancy-count;UCIA-0593:history;UCIA-0593:money-value;UCIA-0593:para-a;UCIA-0593:para-b;UCIA-0593:prior-screen;UCIA-0593:sector,development,uci-audit-v1,1.0.0
UCIA-0594,594,11,55.57,1.84,4.25,6.09,5,0.82,2,0,1,3.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0594:discrepancy-count;UCIA-0594:history;UCIA-0594:money-value;UCIA-0594:para-a;UCIA-0594:para-b;UCIA-0594:prior-screen;UCIA-0594:sector,development,uci-audit-v1,1.0.0
UCIA-0595,595,8,55.57,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0595:discrepancy-count;UCIA-0595:history;UCIA-0595:money-value;UCIA-0595:para-a;UCIA-0595:para-b;UCIA-0595:prior-screen;UCIA-0595:sector,development,uci-audit-v1,1.0.0
UCIA-0596,596,12,55.57,3.1,4.66,7.76,5,0.59,2,0,1,3.6,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0596:discrepancy-count;UCIA-0596:history;UCIA-0596:money-value;UCIA-0596:para-a;UCIA-0596:para-b;UCIA-0596:prior-screen;UCIA-0596:sector,development,uci-audit-v1,1.0.0
UCIA-0597,597,12,55.57,0.79,0.46,1.25,5,0.28,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0597:discrepancy-count;UCIA-0597:history;UCIA-0597:money-value;UCIA-0597:para-a;UCIA-0597:para-b;UCIA-0597:prior-screen;UCIA-0597:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0598,598,12,55.57,0.38,0.09,0.47,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0598:discrepancy-count;UCIA-0598:history;UCIA-0598:money-value;UCIA-0598:para-a;UCIA-0598:para-b;UCIA-0598:prior-screen;UCIA-0598:sector,development,uci-audit-v1,1.0.0
UCIA-0599,599,8,55.57,2.41,4.69,7.1,5,0.25,2,0,1,3.6,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0599:discrepancy-count;UCIA-0599:history;UCIA-0599:money-value;UCIA-0599:para-a;UCIA-0599:para-b;UCIA-0599:prior-screen;UCIA-0599:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0600,600,8,55.57,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0600:discrepancy-count;UCIA-0600:history;UCIA-0600:money-value;UCIA-0600:para-a;UCIA-0600:para-b;UCIA-0600:prior-screen;UCIA-0600:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0601,601,29,55.57,1.26,1.58,2.84,5,6.5,2,0,1,3.0,1,uci_audit_office_post_audit_finding,misstatement_value,borderline,UCIA-0601:discrepancy-count;UCIA-0601:history;UCIA-0601:money-value;UCIA-0601:para-a;UCIA-0601:para-b;UCIA-0601:prior-screen;UCIA-0601:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0602,602,29,55.57,0.6,0.46,1.06,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0602:discrepancy-count;UCIA-0602:history;UCIA-0602:money-value;UCIA-0602:para-a;UCIA-0602:para-b;UCIA-0602:prior-screen;UCIA-0602:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0603,603,2,55.57,1.24,2.27,3.51,5,0.0,6,0,1,3.8,1,uci_audit_office_post_audit_finding,historical_record,borderline,UCIA-0603:discrepancy-count;UCIA-0603:history;UCIA-0603:money-value;UCIA-0603:para-a;UCIA-0603:para-b;UCIA-0603:prior-screen;UCIA-0603:sector,development,uci-audit-v1,1.0.0
UCIA-0604,604,1,55.57,0.0,0.0,0.0,5,0.0,6,0,1,2.4,1,uci_audit_office_post_audit_finding,historical_record,standard,UCIA-0604:discrepancy-count;UCIA-0604:history;UCIA-0604:money-value;UCIA-0604:para-a;UCIA-0604:para-b;UCIA-0604:prior-screen;UCIA-0604:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0605,605,44,55.57,0.0006,1.11,1.1106,5,0.0,6,0,1,3.0,1,uci_audit_office_post_audit_finding,historical_record,standard,UCIA-0605:discrepancy-count;UCIA-0605:history;UCIA-0605:money-value;UCIA-0605:para-a;UCIA-0605:para-b;UCIA-0605:prior-screen;UCIA-0605:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0606,606,9,55.57,1.49,2.34,3.83,5,0.25,2,0,1,3.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0606:discrepancy-count;UCIA-0606:history;UCIA-0606:money-value;UCIA-0606:para-a;UCIA-0606:para-b;UCIA-0606:prior-screen;UCIA-0606:sector,development,uci-audit-v1,1.0.0
UCIA-0607,607,32,55.57,1.27,2.0,3.27,5,0.18,2,0,1,3.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0607:discrepancy-count;UCIA-0607:history;UCIA-0607:money-value;UCIA-0607:para-a;UCIA-0607:para-b;UCIA-0607:prior-screen;UCIA-0607:sector,development,uci-audit-v1,1.0.0
UCIA-0608,608,16,55.57,2.42,3.53,5.95,5,6.31,2,0,1,3.8,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0608:discrepancy-count;UCIA-0608:history;UCIA-0608:money-value;UCIA-0608:para-a;UCIA-0608:para-b;UCIA-0608:prior-screen;UCIA-0608:sector,development,uci-audit-v1,1.0.0
UCIA-0609,609,15,55.57,0.69,0.81,1.5,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0609:discrepancy-count;UCIA-0609:history;UCIA-0609:money-value;UCIA-0609:para-a;UCIA-0609:para-b;UCIA-0609:prior-screen;UCIA-0609:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0610,610,15,55.57,1.85,4.16,6.01,5,0.51,2,0,1,3.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0610:discrepancy-count;UCIA-0610:history;UCIA-0610:money-value;UCIA-0610:para-a;UCIA-0610:para-b;UCIA-0610:prior-screen;UCIA-0610:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0611,611,15,55.57,1.85,4.16,6.01,5,1.65,2,0,1,3.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0611:discrepancy-count;UCIA-0611:history;UCIA-0611:money-value;UCIA-0611:para-a;UCIA-0611:para-b;UCIA-0611:prior-screen;UCIA-0611:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0612,612,13,55.57,2.45,5.47,7.92,5,5.61,2,0,1,3.8,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0612:discrepancy-count;UCIA-0612:history;UCIA-0612:money-value;UCIA-0612:para-a;UCIA-0612:para-b;UCIA-0612:prior-screen;UCIA-0612:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0613,613,13,55.57,0.54,0.67,1.21,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0613:discrepancy-count;UCIA-0613:history;UCIA-0613:money-value;UCIA-0613:para-a;UCIA-0613:para-b;UCIA-0613:prior-screen;UCIA-0613:sector,development,uci-audit-v1,1.0.0
UCIA-0614,614,22,55.57,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0614:discrepancy-count;UCIA-0614:history;UCIA-0614:money-value;UCIA-0614:para-a;UCIA-0614:para-b;UCIA-0614:prior-screen;UCIA-0614:sector,development,uci-audit-v1,1.0.0
UCIA-0615,615,18,55.57,1.45,5.79,7.24,5,0.69,2,0,1,3.4,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,borderline,UCIA-0615:discrepancy-count;UCIA-0615:history;UCIA-0615:money-value;UCIA-0615:para-a;UCIA-0615:para-b;UCIA-0615:prior-screen;UCIA-0615:sector,development,uci-audit-v1,1.0.0
UCIA-0616,616,6,55.57,0.84,0.0,0.84,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0616:discrepancy-count;UCIA-0616:history;UCIA-0616:money-value;UCIA-0616:para-a;UCIA-0616:para-b;UCIA-0616:prior-screen;UCIA-0616:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0617,617,6,55.57,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0617:discrepancy-count;UCIA-0617:history;UCIA-0617:money-value;UCIA-0617:para-a;UCIA-0617:para-b;UCIA-0617:prior-screen;UCIA-0617:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0618,618,6,55.57,0.11,0.0,0.11,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0618:discrepancy-count;UCIA-0618:history;UCIA-0618:money-value;UCIA-0618:para-a;UCIA-0618:para-b;UCIA-0618:prior-screen;UCIA-0618:sector,development,uci-audit-v1,1.0.0
UCIA-0619,619,16,55.57,0.49,0.0,0.49,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0619:discrepancy-count;UCIA-0619:history;UCIA-0619:money-value;UCIA-0619:para-a;UCIA-0619:para-b;UCIA-0619:prior-screen;UCIA-0619:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0620,620,6,55.57,0.41,0.0,0.41,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0620:discrepancy-count;UCIA-0620:history;UCIA-0620:money-value;UCIA-0620:para-a;UCIA-0620:para-b;UCIA-0620:prior-screen;UCIA-0620:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0621,621,25,55.57,0.56,0.0,0.56,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0621:discrepancy-count;UCIA-0621:history;UCIA-0621:money-value;UCIA-0621:para-a;UCIA-0621:para-b;UCIA-0621:prior-screen;UCIA-0621:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0622,622,6,55.57,0.87,0.0,0.87,5,0.1,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0622:discrepancy-count;UCIA-0622:history;UCIA-0622:money-value;UCIA-0622:para-a;UCIA-0622:para-b;UCIA-0622:prior-screen;UCIA-0622:sector,development,uci-audit-v1,1.0.0
UCIA-0623,623,25,55.57,0.5,0.0,0.5,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0623:discrepancy-count;UCIA-0623:history;UCIA-0623:money-value;UCIA-0623:para-a;UCIA-0623:para-b;UCIA-0623:prior-screen;UCIA-0623:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0624,624,6,55.57,0.0,0.0,0.0,5,0.02,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0624:discrepancy-count;UCIA-0624:history;UCIA-0624:money-value;UCIA-0624:para-a;UCIA-0624:para-b;UCIA-0624:prior-screen;UCIA-0624:sector,development,uci-audit-v1,1.0.0
UCIA-0625,625,6,55.57,0.38,0.49,0.87,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0625:discrepancy-count;UCIA-0625:history;UCIA-0625:money-value;UCIA-0625:para-a;UCIA-0625:para-b;UCIA-0625:prior-screen;UCIA-0625:sector,development,uci-audit-v1,1.0.0
UCIA-0626,626,6,55.57,0.0,0.03,0.03,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0626:discrepancy-count;UCIA-0626:history;UCIA-0626:money-value;UCIA-0626:para-a;UCIA-0626:para-b;UCIA-0626:prior-screen;UCIA-0626:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0627,627,37,55.57,0.17,0.0,0.17,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0627:discrepancy-count;UCIA-0627:history;UCIA-0627:money-value;UCIA-0627:para-a;UCIA-0627:para-b;UCIA-0627:prior-screen;UCIA-0627:sector,development,uci-audit-v1,1.0.0
UCIA-0628,628,8,55.57,0.84,0.0,0.84,5,0.0,4,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0628:discrepancy-count;UCIA-0628:history;UCIA-0628:money-value;UCIA-0628:para-a;UCIA-0628:para-b;UCIA-0628:prior-screen;UCIA-0628:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0629,629,37,55.57,0.49,4.78,5.27,5,0.0,2,0,1,3.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0629:discrepancy-count;UCIA-0629:history;UCIA-0629:money-value;UCIA-0629:para-a;UCIA-0629:para-b;UCIA-0629:prior-screen;UCIA-0629:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0630,630,8,55.57,0.67,0.41,1.08,5,0.99,4,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0630:discrepancy-count;UCIA-0630:history;UCIA-0630:money-value;UCIA-0630:para-a;UCIA-0630:para-b;UCIA-0630:prior-screen;UCIA-0630:sector,development,uci-audit-v1,1.0.0
UCIA-0631,631,8,55.57,0.45,8.27,8.72,5,9.43,4,0,1,3.6,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0631:discrepancy-count;UCIA-0631:history;UCIA-0631:money-value;UCIA-0631:para-a;UCIA-0631:para-b;UCIA-0631:prior-screen;UCIA-0631:sector,development,uci-audit-v1,1.0.0
UCIA-0632,632,8,55.57,0.0,0.0,0.0,5,0.0,4,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0632:discrepancy-count;UCIA-0632:history;UCIA-0632:money-value;UCIA-0632:para-a;UCIA-0632:para-b;UCIA-0632:prior-screen;UCIA-0632:sector,development,uci-audit-v1,1.0.0
UCIA-0633,633,8,55.57,0.68,0.0,0.68,5,0.0,4,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0633:discrepancy-count;UCIA-0633:history;UCIA-0633:money-value;UCIA-0633:para-a;UCIA-0633:para-b;UCIA-0633:prior-screen;UCIA-0633:sector,development,uci-audit-v1,1.0.0
UCIA-0634,634,8,55.57,0.99,0.0,0.99,5,0.0,4,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0634:discrepancy-count;UCIA-0634:history;UCIA-0634:money-value;UCIA-0634:para-a;UCIA-0634:para-b;UCIA-0634:prior-screen;UCIA-0634:sector,development,uci-audit-v1,1.0.0
UCIA-0635,635,8,55.57,0.29,0.0,0.29,5,0.0,4,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0635:discrepancy-count;UCIA-0635:history;UCIA-0635:money-value;UCIA-0635:para-a;UCIA-0635:para-b;UCIA-0635:prior-screen;UCIA-0635:sector,development,uci-audit-v1,1.0.0
UCIA-0636,636,8,55.57,1.67,0.0,1.67,5,0.06,4,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0636:discrepancy-count;UCIA-0636:history;UCIA-0636:money-value;UCIA-0636:para-a;UCIA-0636:para-b;UCIA-0636:prior-screen;UCIA-0636:sector,development,uci-audit-v1,1.0.0
UCIA-0637,637,8,55.57,1.05,2.17,3.22,5,0.0,4,0,1,3.6,1,uci_audit_office_post_audit_finding,historical_record,borderline,UCIA-0637:discrepancy-count;UCIA-0637:history;UCIA-0637:money-value;UCIA-0637:para-a;UCIA-0637:para-b;UCIA-0637:prior-screen;UCIA-0637:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0638,638,2,55.57,0.74,0.0,0.74,5,0.0,6,0,1,2.4,1,uci_audit_office_post_audit_finding,historical_record,borderline,UCIA-0638:discrepancy-count;UCIA-0638:history;UCIA-0638:money-value;UCIA-0638:para-a;UCIA-0638:para-b;UCIA-0638:prior-screen;UCIA-0638:sector,development,uci-audit-v1,1.0.0
UCIA-0639,639,2,55.57,0.0,0.0,0.0,5,0.0,6,0,1,2.4,1,uci_audit_office_post_audit_finding,historical_record,standard,UCIA-0639:discrepancy-count;UCIA-0639:history;UCIA-0639:money-value;UCIA-0639:para-a;UCIA-0639:para-b;UCIA-0639:prior-screen;UCIA-0639:sector,development,uci-audit-v1,1.0.0
UCIA-0640,640,4,55.57,0.51,1.36,1.87,5,0.0,2,0,1,2.6,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0640:discrepancy-count;UCIA-0640:history;UCIA-0640:money-value;UCIA-0640:para-a;UCIA-0640:para-b;UCIA-0640:prior-screen;UCIA-0640:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0641,641,4,55.57,0.74,0.0,0.74,5,0.15,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0641:discrepancy-count;UCIA-0641:history;UCIA-0641:money-value;UCIA-0641:para-a;UCIA-0641:para-b;UCIA-0641:prior-screen;UCIA-0641:sector,development,uci-audit-v1,1.0.0
UCIA-0642,642,4,55.57,0.23,0.0,0.23,5,0.09,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0642:discrepancy-count;UCIA-0642:history;UCIA-0642:money-value;UCIA-0642:para-a;UCIA-0642:para-b;UCIA-0642:prior-screen;UCIA-0642:sector,development,uci-audit-v1,1.0.0
UCIA-0643,643,4,55.57,0.0,1.3,1.3,5,0.0,2,0,1,2.6,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0643:discrepancy-count;UCIA-0643:history;UCIA-0643:money-value;UCIA-0643:para-a;UCIA-0643:para-b;UCIA-0643:prior-screen;UCIA-0643:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0644,644,4,55.57,0.49,0.0,0.49,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0644:discrepancy-count;UCIA-0644:history;UCIA-0644:money-value;UCIA-0644:para-a;UCIA-0644:para-b;UCIA-0644:prior-screen;UCIA-0644:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0645,645,4,55.57,0.73,0.0,0.73,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0645:discrepancy-count;UCIA-0645:history;UCIA-0645:money-value;UCIA-0645:para-a;UCIA-0645:para-b;UCIA-0645:prior-screen;UCIA-0645:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0646,646,4,55.57,0.28,0.25,0.53,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0646:discrepancy-count;UCIA-0646:history;UCIA-0646:money-value;UCIA-0646:para-a;UCIA-0646:para-b;UCIA-0646:prior-screen;UCIA-0646:sector,development,uci-audit-v1,1.0.0
UCIA-0647,647,4,55.57,0.32,0.0,0.32,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0647:discrepancy-count;UCIA-0647:history;UCIA-0647:money-value;UCIA-0647:para-a;UCIA-0647:para-b;UCIA-0647:prior-screen;UCIA-0647:sector,development,uci-audit-v1,1.0.0
UCIA-0648,648,14,55.57,0.21,0.0,0.21,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0648:discrepancy-count;UCIA-0648:history;UCIA-0648:money-value;UCIA-0648:para-a;UCIA-0648:para-b;UCIA-0648:prior-screen;UCIA-0648:sector,development,uci-audit-v1,1.0.0
UCIA-0649,649,14,55.57,1.63,0.0,1.63,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0649:discrepancy-count;UCIA-0649:history;UCIA-0649:money-value;UCIA-0649:para-a;UCIA-0649:para-b;UCIA-0649:prior-screen;UCIA-0649:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0650,650,36,55.57,0.8,0.0,0.8,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0650:discrepancy-count;UCIA-0650:history;UCIA-0650:money-value;UCIA-0650:para-a;UCIA-0650:para-b;UCIA-0650:prior-screen;UCIA-0650:sector,development,uci-audit-v1,1.0.0
UCIA-0651,651,5,55.57,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0651:discrepancy-count;UCIA-0651:history;UCIA-0651:money-value;UCIA-0651:para-a;UCIA-0651:para-b;UCIA-0651:prior-screen;UCIA-0651:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0652,652,43,55.57,0.83,0.0,0.83,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0652:discrepancy-count;UCIA-0652:history;UCIA-0652:money-value;UCIA-0652:para-a;UCIA-0652:para-b;UCIA-0652:prior-screen;UCIA-0652:sector,development,uci-audit-v1,1.0.0
UCIA-0653,653,5,55.57,0.57,1.26,1.83,5,0.1,2,0,1,2.6,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0653:discrepancy-count;UCIA-0653:history;UCIA-0653:money-value;UCIA-0653:para-a;UCIA-0653:para-b;UCIA-0653:prior-screen;UCIA-0653:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0654,654,5,55.57,0.71,0.0,0.71,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0654:discrepancy-count;UCIA-0654:history;UCIA-0654:money-value;UCIA-0654:para-a;UCIA-0654:para-b;UCIA-0654:prior-screen;UCIA-0654:sector,development,uci-audit-v1,1.0.0
UCIA-0655,655,5,55.57,0.15,0.0,0.15,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0655:discrepancy-count;UCIA-0655:history;UCIA-0655:money-value;UCIA-0655:para-a;UCIA-0655:para-b;UCIA-0655:prior-screen;UCIA-0655:sector,development,uci-audit-v1,1.0.0
UCIA-0656,656,5,55.57,1.26,0.0,1.26,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0656:discrepancy-count;UCIA-0656:history;UCIA-0656:money-value;UCIA-0656:para-a;UCIA-0656:para-b;UCIA-0656:prior-screen;UCIA-0656:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0657,657,5,55.57,0.0,0.0,0.0,5,0.01,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0657:discrepancy-count;UCIA-0657:history;UCIA-0657:money-value;UCIA-0657:para-a;UCIA-0657:para-b;UCIA-0657:prior-screen;UCIA-0657:sector,development,uci-audit-v1,1.0.0
UCIA-0658,658,43,55.57,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0658:discrepancy-count;UCIA-0658:history;UCIA-0658:money-value;UCIA-0658:para-a;UCIA-0658:para-b;UCIA-0658:prior-screen;UCIA-0658:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0659,659,5,55.57,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0659:discrepancy-count;UCIA-0659:history;UCIA-0659:money-value;UCIA-0659:para-a;UCIA-0659:para-b;UCIA-0659:prior-screen;UCIA-0659:sector,development,uci-audit-v1,1.0.0
UCIA-0660,660,5,55.57,0.09,0.0,0.09,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0660:discrepancy-count;UCIA-0660:history;UCIA-0660:money-value;UCIA-0660:para-a;UCIA-0660:para-b;UCIA-0660:prior-screen;UCIA-0660:sector,development,uci-audit-v1,1.0.0
UCIA-0661,661,5,55.57,0.51,0.03,0.54,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0661:discrepancy-count;UCIA-0661:history;UCIA-0661:money-value;UCIA-0661:para-a;UCIA-0661:para-b;UCIA-0661:prior-screen;UCIA-0661:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0662,662,5,55.57,0.49,0.0,0.49,5,0.02,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0662:discrepancy-count;UCIA-0662:history;UCIA-0662:money-value;UCIA-0662:para-a;UCIA-0662:para-b;UCIA-0662:prior-screen;UCIA-0662:sector,development,uci-audit-v1,1.0.0
UCIA-0663,663,19,55.57,1.1,0.0,1.1,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0663:discrepancy-count;UCIA-0663:history;UCIA-0663:money-value;UCIA-0663:para-a;UCIA-0663:para-b;UCIA-0663:prior-screen;UCIA-0663:sector,development,uci-audit-v1,1.0.0
UCIA-0664,664,8,55.57,1.14,0.0,1.14,5,0.0,4,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0664:discrepancy-count;UCIA-0664:history;UCIA-0664:money-value;UCIA-0664:para-a;UCIA-0664:para-b;UCIA-0664:prior-screen;UCIA-0664:sector,development,uci-audit-v1,1.0.0
UCIA-0665,665,19,55.57,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0665:discrepancy-count;UCIA-0665:history;UCIA-0665:money-value;UCIA-0665:para-a;UCIA-0665:para-b;UCIA-0665:prior-screen;UCIA-0665:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0666,666,19,55.57,2.3,0.0,2.3,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0666:discrepancy-count;UCIA-0666:history;UCIA-0666:money-value;UCIA-0666:para-a;UCIA-0666:para-b;UCIA-0666:prior-screen;UCIA-0666:sector,development,uci-audit-v1,1.0.0
