"transaction_id","posted_at","fiscal_year","fiscal_period","vendor_name","vendor_id","supplier_country","gl_account","account_name","department","cost_center","region","currency","fx_rate_used","amount_original","amount_usd","debit","credit","invoice_number","po_number","payment_method","posted_by","approved_by","approval_status","document_status","related_party_flag","risk_hint","description"
"TRX-000815","2026-04-07 06:35:00","2026","P04","GreenLeaf Facilities","V-0276","APAC","6600","Legal fees","Procurement","CC-026","APAC","USD","1","62285","62285","62285","0","INV-030155","PO-025265","Wire","p.nair","n.patel","approved","duplicate_support","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000816","2026-04-07 09:48:00","2026","P04","Test Supplier LLC","V-0305","India","6100","Travel and expense","Facilities","CC-033","India","INR","0.012","5222833.33","62674","62674","0","INV-030192","","ACH","admin","p.nair","approved","complete","N","materiality","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000817","2026-04-08 12:01:00","2026","P04","Staples Inc","V-0014","UK","6600","Legal fees","Sales","CC-040","UK","EUR","1.08","58391.67","63063","63063","0","INV-030229","PO-025327","Manual journal","l.ortiz","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000818","2026-04-09 15:14:00","2026","P04","Omega Legal LLP","V-0043","APAC","6100","Travel and expense","HR","CC-047","APAC","GBP","1.27","49962.2","63452","63452","0","INV-030266","PO-025358","UPI","j.martin","a.anand","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000819","2026-04-10 18:27:00","2026","P04","Rao Family Trust","V-0072","India","6600","Legal fees","Marketing","CC-054","India","SGD","0.74","-86271.62","-63841","0","63841","INV-030303","PO-025389","Check","system","j.martin","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000820","2026-04-11 21:40:00","2026","P04","Northstar Advisory","V-0101","UK","6100","Travel and expense","Finance","CC-061","UK","USD","1","64000","64000","64000","0","INV-030340","PO-025420","Corporate card","a.anand","c.reed","approved","manual_override","N","materiality","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000821","2026-04-13 00:53:00","2026","P04","Nova Cloud Services","V-0130","APAC","6600","Legal fees","IT","CC-068","APAC","INR","0.012","5384916.67","64619","64619","0","INV-030377","PO-025451","Wire","n.patel","v.shah","approved","duplicate_support","N","materiality","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000822","2026-04-14 03:06:00","2026","P04","Atlas Hardware","V-0159","India","6100","Travel and expense","Legal","CC-075","India","EUR","0","6500800","65008","65008","0","INV-030414","","ACH","rkumar","r.menon","approved","complete","N","materiality","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000823","2026-04-15 06:19:00","2026","P04","Keller Logistics","V-0188","UK","6600","Legal fees","Executive","CC-002","UK","GBP","1.27","51493.7","65397","65397","0","INV-030451","PO-025513","Manual journal","s.iyer","n.patel","approved","missing_sow","N","materiality","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000824","2026-04-15 09:32:00","2026","P04","Metro Office Supply","V-0217","APAC","6100","Travel and expense","Operations","CC-009","APAC","SGD","0.74","88900","65786","65786","0","INV-030488","PO-025544","UPI","m.lee","p.nair","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000825","2026-04-16 12:45:00","2026","P04","Swift Courier","V-0246","India","6600","Legal fees","Procurement","CC-016","India","USD","1","66175","66175","66175","0","INV-030525","PO-025575","Check","p.nair","m.lee","approved","pending_registry","N","materiality","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000826","2026-04-17 15:58:00","2026","P04","BluePeak Software","V-0275","UK","6100","Travel and expense","Facilities","CC-023","UK","INR","0.012","5547000","66564","66564","0","INV-030562","PO-025606","Corporate card","admin","a.anand","manual_override","manual_override","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000827","2026-04-18 18:11:00","2026","P04","Pioneer Freight","V-0304","APAC","6600","Legal fees","Sales","CC-030","APAC","EUR","1.08","61993.52","66953","66953","0","INV-030599","PO-025637","Wire","l.ortiz","j.martin","approved","duplicate_support","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000828","2026-04-19 21:24:00","2026","P04","Crescent Contractors","V-0013","India","6100","Travel and expense","HR","CC-037","India","GBP","1.27","-53025.2","-67342","0","67342","INV-030636","","ACH","j.martin","c.reed","approved","complete","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000829","2026-04-21 00:37:00","2026","P04","AdReach Media","V-0042","UK","6600","Legal fees","Marketing","CC-044","UK","SGD","0.74","91528.38","67731","67731","0","INV-030673","PO-025699","Manual journal","system","v.shah","approved","missing_sow","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000830","2026-04-22 03:50:00","2026","P04","Zenith Consulting","V-0071","APAC","6100","Travel and expense","Finance","CC-051","APAC","USD","1","68120","68120","68120","0","INV-030710","PO-025730","UPI","a.anand","r.menon","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000831","2026-04-23 06:03:00","2026","P04","Mehta Family Holdings","V-0100","India","6600","Legal fees","IT","CC-058","India","INR","0.012","5709083.33","68509","68509","0","INV-030747","PO-025761","Check","n.patel","n.patel","self_approved","pending_registry","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000832","2026-04-23 09:16:00","2026","P04","Vertex Components","V-0129","UK","6100","Travel and expense","Legal","CC-065","UK","EUR","1.08","63794.44","68898","68898","0","INV-030784","PO-025792","Corporate card","rkumar","p.nair","approved","manual_override","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000833","2026-04-24 12:29:00","2026","P04","Unknown Vendor","V-0158","APAC","6600","Legal fees","Executive","CC-072","APAC","GBP","1.27","54556.69","69287","69287","0","INV-030821","PO-025823","Wire","s.iyer","m.lee","approved","duplicate_support","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000834","2026-04-25 15:42:00","2026","P04","SkyHigh Travel","V-0187","India","6100","Travel and expense","Operations","CC-079","India","SGD","0.74","94156.76","69676","69676","0","INV-030858","","ACH","m.lee","a.anand","approved","complete","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000835","2026-04-26 18:55:00","2026","P04","GreenLeaf Facilities","V-0216","UK","6600","Legal fees","Procurement","CC-006","UK","USD","1","70065","70065","70065","0","INV-030895","PO-025885","Manual journal","p.nair","j.martin","approved","missing_sow","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000836","2026-04-27 21:08:00","2026","P04","Test Supplier LLC","V-0245","APAC","6100","Travel and expense","Facilities","CC-013","APAC","INR","0.012","5871166.67","70454","70454","0","INV-030932","PO-025916","UPI","admin","c.reed","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000837","2026-04-29 00:21:00","2026","P04","Staples Inc","V-0274","India","6600","Legal fees","Sales","CC-020","India","EUR","1.08","-65595.37","-70843","0","70843","INV-030969","PO-025947","Check","l.ortiz","v.shah","approved","pending_registry","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000838","2026-04-30 03:34:00","2026","P04","Omega Legal LLP","V-0303","UK","6100","Travel and expense","HR","CC-027","UK","GBP","1.27","56088.19","71232","71232","0","INV-031006","PO-025978","Corporate card","j.martin","r.menon","approved","manual_override","N","materiality","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000839","2026-05-01 06:47:00","2026","P05","Rao Family Trust","V-0012","APAC","6600","Legal fees","Marketing","CC-034","APAC","SGD","0.74","96785.14","71621","71621","0","INV-031043","PO-026009","Wire","system","n.patel","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000840","2026-05-01 09:00:00","2026","P05","Northstar Advisory","V-0041","India","6100","Travel and expense","Finance","CC-041","India","USD","1","72010","72010","72010","0","INV-031080","","ACH","a.anand","p.nair","manual_override","complete","N","materiality","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000841","2026-05-02 12:13:00","2026","P05","Nova Cloud Services","V-0070","UK","6600","Legal fees","IT","CC-048","UK","INR","0.012","6033250","72399","72399","0","INV-031117","PO-026071","Manual journal","n.patel","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000842","2026-05-03 15:26:00","2026","P05","Atlas Hardware","V-0099","APAC","6100","Travel and expense","Legal","CC-055","APAC","EUR","1.08","67396.3","72788","72788","0","INV-031154","PO-026102","UPI","rkumar","a.anand","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000843","2026-05-04 18:39:00","2026","P05","Keller Logistics","V-0128","India","6600","Legal fees","Executive","CC-062","India","GBP","1.27","57619.69","73177","73177","0","INV-031191","PO-026133","Check","s.iyer","j.martin","approved","pending_registry","N","materiality","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000844","2026-05-05 21:52:00","2026","P05","Metro Office Supply","V-0157","UK","6100","Travel and expense","Operations","CC-069","UK","SGD","0.74","99413.51","73566","73566","0","INV-031228","PO-026164","Corporate card","m.lee","c.reed","approved","manual_override","N","materiality","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000845","2026-05-07 00:05:00","2026","P05","Swift Courier","V-0186","APAC","6600","Legal fees","Procurement","CC-076","APAC","USD","1","73955","73955","73955","0","INV-031265","PO-026195","Wire","p.nair","v.shah","approved","duplicate_support","N","materiality","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000846","2026-05-08 03:18:00","2026","P05","BluePeak Software","V-0215","India","6100","Travel and expense","Facilities","CC-003","India","INR","0.012","-6195333.33","-74344","0","74344","INV-031302","","ACH","admin","r.menon","approved","complete","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000847","2026-05-09 06:31:00","2026","P05","Pioneer Freight","V-0244","UK","6600","Legal fees","Sales","CC-010","UK","EUR","1.08","69197.22","74733","74733","0","INV-031339","PO-026257","Manual journal","l.ortiz","n.patel","approved","missing_sow","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000848","2026-05-09 09:44:00","2026","P05","Crescent Contractors","V-0273","APAC","6100","Travel and expense","HR","CC-017","APAC","GBP","1.27","59151.18","75122","75122","0","INV-031376","PO-026288","UPI","j.martin","p.nair","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000849","2026-05-10 12:57:00","2026","P05","AdReach Media","V-0302","India","6600","Legal fees","Marketing","CC-024","India","SGD","0.74","102041.89","75511","75511","0","INV-031413","PO-026319","Check","system","m.lee","approved","pending_registry","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000850","2026-05-11 15:10:00","2026","P05","Zenith Consulting","V-0011","UK","6100","Travel and expense","Finance","CC-031","UK","USD","1","75900","75900","75900","0","INV-031450","PO-026350","Corporate card","a.anand","a.anand","self_approved","manual_override","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000851","2026-05-12 18:23:00","2026","P05","Mehta Family Holdings","V-0040","APAC","6600","Legal fees","IT","CC-038","APAC","INR","0.012","6357416.67","76289","76289","0","INV-031487","PO-026381","Wire","n.patel","j.martin","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000852","2026-05-13 21:36:00","2026","P05","Vertex Components","V-0069","India","6100","Travel and expense","Legal","CC-045","India","EUR","1.08","70998.15","76678","76678","0","INV-031524","","ACH","rkumar","c.reed","approved","complete","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000853","2026-05-15 00:49:00","2026","P05","Unknown Vendor","V-0098","UK","6600","Legal fees","Executive","CC-052","UK","GBP","1.27","60682.68","77067","77067","0","INV-031561","PO-026443","Manual journal","s.iyer","v.shah","approved","missing_sow","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000854","2026-05-16 03:02:00","2026","P05","SkyHigh Travel","V-0127","APAC","6100","Travel and expense","Operations","CC-059","APAC","SGD","0.74","104670.27","77456","77456","0","INV-031598","PO-026474","UPI","m.lee","r.menon","manual_override","unsigned_invoice","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000855","2026-05-17 06:15:00","2026","P05","GreenLeaf Facilities","V-0156","India","6600","Legal fees","Procurement","CC-066","India","USD","1","-77845","-77845","0","77845","INV-031635","PO-026505","Check","p.nair","n.patel","approved","pending_registry","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000856","2026-05-17 09:28:00","2026","P05","Test Supplier LLC","V-0185","UK","6100","Travel and expense","Facilities","CC-073","UK","INR","0.012","6519500","78234","78234","0","INV-031672","PO-026536","Corporate card","admin","p.nair","approved","manual_override","N","materiality","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000857","2026-05-18 12:41:00","2026","P05","Staples Inc","V-0214","APAC","6600","Legal fees","Sales","CC-080","APAC","EUR","1.08","72799.07","78623","78623","0","INV-031709","PO-026567","Wire","l.ortiz","m.lee","approved","duplicate_support","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000858","2026-05-19 15:54:00","2026","P05","Omega Legal LLP","V-0243","India","6100","Travel and expense","HR","CC-007","India","GBP","1.27","62214.17","79012","79012","0","INV-031746","","ACH","j.martin","a.anand","approved","complete","N","materiality","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000859","2026-05-20 18:07:00","2026","P05","Rao Family Trust","V-0272","UK","6600","Legal fees","Marketing","CC-014","UK","SGD","0.74","107298.65","79401","79401","0","INV-031783","PO-026629","Manual journal","system","j.martin","approved","missing_sow","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000860","2026-05-21 21:20:00","2026","P05","Northstar Advisory","V-0301","APAC","6100","Travel and expense","Finance","CC-021","APAC","USD","1","79790","79790","79790","0","INV-031820","PO-026660","UPI","a.anand","c.reed","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000861","2026-05-23 00:33:00","2026","P05","Nova Cloud Services","V-0010","India","6600","Legal fees","IT","CC-028","India","INR","0.012","6666666.67","80000","80000","0","INV-031857","PO-026691","Check","n.patel","v.shah","approved","pending_registry","N","materiality","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000862","2026-05-24 03:46:00","2026","P05","Atlas Hardware","V-0039","UK","6100","Travel and expense","Legal","CC-035","UK","EUR","1.08","74600","80568","80568","0","INV-031894","PO-026722","Corporate card","rkumar","r.menon","approved","manual_override","N","materiality","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000863","2026-05-25 06:59:00","2026","P05","Keller Logistics","V-0068","APAC","6600","Legal fees","Executive","CC-042","APAC","GBP","1.27","63745.67","80957","80957","0","INV-031931","PO-026753","Wire","s.iyer","n.patel","approved","duplicate_support","N","materiality","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000864","2026-05-25 09:12:00","2026","P05","Metro Office Supply","V-0097","India","6100","Travel and expense","Operations","CC-049","India","SGD","0.74","-109927.03","-81346","0","81346","INV-031968","","ACH","m.lee","p.nair","approved","complete","N","materiality","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000865","2026-05-26 12:25:00","2026","P05","Swift Courier","V-0126","UK","6600","Legal fees","Procurement","CC-056","UK","USD","1","81735","81735","81735","0","INV-032005","PO-026815","Manual journal","p.nair","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000866","2026-05-27 15:38:00","2026","P05","BluePeak Software","V-0155","APAC","6100","Travel and expense","Facilities","CC-063","APAC","INR","0.012","6843666.67","82124","82124","0","INV-032042","PO-026846","UPI","admin","a.anand","approved","unsigned_invoice","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000867","2026-05-28 18:51:00","2026","P05","Pioneer Freight","V-0184","India","6600","Legal fees","Sales","CC-070","India","EUR","1.08","76400.93","82513","82513","0","INV-032079","PO-026877","Check","l.ortiz","j.martin","approved","pending_registry","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000868","2026-05-29 21:04:00","2026","P05","Crescent Contractors","V-0213","UK","6100","Travel and expense","HR","CC-077","UK","GBP","1.27","65277.17","82902","82902","0","INV-032116","PO-026908","Corporate card","j.martin","c.reed","manual_override","manual_override","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000869","2026-05-31 00:17:00","2026","P05","AdReach Media","V-0242","APAC","6600","Legal fees","Marketing","CC-004","APAC","SGD","0.74","112555.41","83291","83291","0","INV-032153","PO-026939","Wire","system","v.shah","approved","duplicate_support","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000870","2026-06-01 03:30:00","2026","P06","Zenith Consulting","V-0271","India","6100","Travel and expense","Finance","CC-011","India","USD","1","83680","83680","83680","0","INV-032190","","ACH","a.anand","r.menon","approved","complete","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000871","2026-06-02 06:43:00","2026","P06","Mehta Family Holdings","V-0300","UK","6600","Legal fees","IT","CC-018","UK","INR","0.012","7005750","84069","84069","0","INV-032227","PO-027001","Manual journal","n.patel","n.patel","self_approved","missing_sow","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000872","2026-06-02 09:56:00","2026","P06","Vertex Components","V-0009","APAC","6100","Travel and expense","Legal","CC-025","APAC","EUR","1.08","78201.85","84458","84458","0","INV-032264","PO-027032","UPI","rkumar","p.nair","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000873","2026-06-03 12:09:00","2026","P06","Unknown Vendor","V-0038","India","6600","Legal fees","Executive","CC-032","India","GBP","1.27","-45669.29","-58000","0","58000","INV-032301","PO-027063","Check","s.iyer","m.lee","approved","pending_registry","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000874","2026-06-04 15:22:00","2026","P06","SkyHigh Travel","V-0067","UK","6100","Travel and expense","Operations","CC-039","UK","SGD","0.74","115183.78","85236","85236","0","INV-032338","PO-027094","Corporate card","m.lee","a.anand","approved","manual_override","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000875","2026-06-05 18:35:00","2026","P06","GreenLeaf Facilities","V-0096","APAC","6600","Legal fees","Procurement","CC-046","APAC","USD","1","625","625","625","0","INV-032375","PO-027125","Wire","p.nair","j.martin","approved","duplicate_support","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000876","2026-06-07 23:42:00","2026","P06","Test Supplier LLC","V-0125","India","6100","Travel and expense","Facilities","CC-053","India","INR","0.012","84500","1014","1014","0","INV-032412","","ACH","admin","c.reed","approved","complete","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000877","2026-06-08 00:01:00","2026","P06","Staples Inc","V-0154","UK","6600","Legal fees","Sales","CC-060","UK","EUR","1.08","1299.07","1403","1403","0","INV-032449","PO-027187","Manual journal","l.ortiz","v.shah","approved","missing_sow","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000878","2026-06-09 03:14:00","2026","P06","Omega Legal LLP","V-0183","APAC","6100","Travel and expense","HR","CC-067","APAC","GBP","1.27","1411.02","1792","1792","0","INV-032486","PO-027218","UPI","j.martin","r.menon","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000879","2026-06-10 06:27:00","2026","P06","Rao Family Trust","V-0212","India","6600","Legal fees","Marketing","CC-074","India","SGD","0.74","2947.3","2181","2181","0","INV-032523","PO-027249","Check","system","n.patel","approved","pending_registry","Y","sod_review","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000880","2026-06-10 09:40:00","2026","P06","Northstar Advisory","V-0241","UK","6100","Travel and expense","Finance","CC-001","UK","USD","1","2570","2570","2570","0","INV-032560","PO-027280","Corporate card","a.anand","p.nair","approved","manual_override","N","document_gap","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000881","2026-06-11 12:53:00","2026","P06","Nova Cloud Services","V-0270","APAC","6600","Legal fees","IT","CC-008","APAC","INR","0.012","246583.33","2959","2959","0","INV-032597","PO-027311","Wire","n.patel","m.lee","approved","duplicate_support","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000882","2026-06-12 15:06:00","2026","P06","Atlas Hardware","V-0299","India","6100","Travel and expense","Legal","CC-015","India","EUR","1.08","-3100","-3348","0","3348","INV-032634","","ACH","rkumar","a.anand","manual_override","complete","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000883","2026-06-13 18:19:00","2026","P06","Keller Logistics","V-0008","UK","6600","Legal fees","Executive","CC-022","UK","GBP","1.27","2942.52","3737","3737","0","INV-032671","PO-027373","Manual journal","s.iyer","j.martin","approved","missing_sow","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000884","2026-06-14 21:32:00","2026","P06","Metro Office Supply","V-0037","APAC","6100","Travel and expense","Operations","CC-029","APAC","SGD","0.74","5575.68","4126","4126","0","INV-032708","PO-027404","UPI","m.lee","c.reed","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000885","2026-06-16 00:45:00","2026","P06","Swift Courier","V-0066","India","6600","Legal fees","Procurement","CC-036","India","USD","1","4515","4515","4515","0","INV-032745","PO-027435","Check","p.nair","v.shah","approved","pending_registry","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000886","2026-06-17 03:58:00","2026","P06","BluePeak Software","V-0095","UK","6100","Travel and expense","Facilities","CC-043","UK","INR","0.012","408666.67","4904","4904","0","INV-032782","PO-027466","Corporate card","admin","r.menon","approved","manual_override","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000887","2026-06-18 06:11:00","2026","P06","Pioneer Freight","V-0124","APAC","6600","Legal fees","Sales","CC-050","APAC","EUR","1.08","4900.93","5293","5293","0","INV-032819","PO-027497","Wire","l.ortiz","n.patel","approved","duplicate_support","N","document_gap","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000888","2026-06-18 09:24:00","2026","P06","Crescent Contractors","V-0153","India","6100","Travel and expense","HR","CC-057","India","GBP","1.27","4474.02","5682","5682","0","INV-032856","","ACH","j.martin","p.nair","approved","complete","N","normal","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000889","2026-06-19 12:37:00","2026","P06","AdReach Media","V-0182","UK","6600","Legal fees","Marketing","CC-064","UK","SGD","0.74","8204.05","6071","6071","0","INV-032893","PO-027559","Manual journal","system","m.lee","approved","missing_sow","N","sod_review","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000890","2026-06-20 15:50:00","2026","P06","Zenith Consulting","V-0211","APAC","6100","Travel and expense","Finance","CC-071","APAC","USD","2.7","2392.59","6460","6460","0","INV-032930","PO-027590","UPI","a.anand","a.anand","self_approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000891","2026-06-21 18:03:00","2026","P06","Mehta Family Holdings","V-0240","India","6600","Legal fees","IT","CC-078","India","INR","0.012","-570750","-6849","0","6849","INV-032967","PO-027621","Check","n.patel","j.martin","approved","pending_registry","Y","document_gap","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000892","2026-06-22 21:16:00","2026","P06","Vertex Components","V-0269","UK","6100","Travel and expense","Legal","CC-005","UK","EUR","1.08","6701.85","7238","7238","0","INV-033004","PO-027652","Corporate card","rkumar","c.reed","approved","manual_override","N","sod_review","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000893","2026-06-24 00:29:00","2026","P06","Unknown Vendor","V-0298","APAC","6600","Legal fees","Executive","CC-012","APAC","GBP","1.27","6005.51","7627","7627","0","INV-033041","PO-027683","Wire","s.iyer","v.shah","approved","duplicate_support","N","document_gap","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000894","2026-06-25 03:42:00","2026","P06","SkyHigh Travel","V-0007","India","6100","Travel and expense","Operations","CC-019","India","SGD","0.74","10832.43","8016","8016","0","INV-033078","","ACH","m.lee","r.menon","approved","complete","N","normal","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000895","2026-06-26 06:55:00","2026","P06","GreenLeaf Facilities","V-0036","UK","6600","Legal fees","Procurement","CC-026","UK","USD","1","8405","8405","8405","0","INV-033115","PO-027745","Manual journal","p.nair","n.patel","approved","missing_sow","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000896","2026-06-26 09:08:00","2026","P06","Test Supplier LLC","V-0065","APAC","6100","Travel and expense","Facilities","CC-033","APAC","INR","0.012","732833.33","8794","8794","0","INV-033152","PO-027776","UPI","admin","p.nair","manual_override","unsigned_invoice","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000897","2026-06-27 12:21:00","2026","P06","Staples Inc","V-0094","India","6600","Legal fees","Sales","CC-040","India","EUR","1.08","8502.78","9183","9183","0","INV-033189","PO-027807","Check","l.ortiz","m.lee","approved","pending_registry","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000898","2026-06-28 15:34:00","2026","P06","Omega Legal LLP","V-0123","UK","6100","Travel and expense","HR","CC-047","UK","GBP","1.27","7537.01","9572","9572","0","INV-033226","PO-027838","Corporate card","j.martin","a.anand","approved","manual_override","N","document_gap","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000899","2026-06-29 18:47:00","2026","P06","Rao Family Trust","V-0152","APAC","6600","Legal fees","Marketing","CC-054","APAC","SGD","0.74","13460.81","9961","9961","0","INV-033263","PO-027869","Wire","system","j.martin","approved","duplicate_support","Y","sod_review","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000900","2026-01-01 21:00:00","2026","P01","Northstar Advisory","V-0181","India","6100","Travel and expense","Finance","CC-061","India","USD","1","-10350","-10350","0","10350","INV-033300","","ACH","a.anand","c.reed","approved","complete","N","normal","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000901","2026-01-03 00:13:00","2026","P01","Nova Cloud Services","V-0210","UK","6600","Legal fees","IT","CC-068","UK","INR","0.012","894916.67","10739","10739","0","INV-033337","PO-027931","Manual journal","n.patel","v.shah","approved","missing_sow","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000902","2026-01-04 03:26:00","2026","P01","Atlas Hardware","V-0239","APAC","6100","Travel and expense","Legal","CC-075","APAC","EUR","1.08","10185.19","11000","11000","0","INV-033374","PO-027962","UPI","rkumar","r.menon","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000903","2026-01-05 06:39:00","2026","P01","Keller Logistics","V-0268","India","6600","Legal fees","Executive","CC-002","India","GBP","1.27","9068.5","11517","11517","0","INV-033411","PO-027993","Check","s.iyer","n.patel","approved","pending_registry","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000904","2026-01-05 09:52:00","2026","P01","Metro Office Supply","V-0297","UK","6100","Travel and expense","Operations","CC-009","UK","SGD","0.74","16089.19","11906","11906","0","INV-033448","PO-028024","Corporate card","m.lee","p.nair","approved","manual_override","Y","document_gap","Sample ledger transaction for Metro Office Supply - Travel and expense"
